Local Time (Timezone : GMT+8h),Chilled Water Rate (L/sec),Cooling Water Temperature (C),Building Load (RT),Chiller Energy Consumption (kWh),Outside Temperature (F),Dew Point (F),Humidity (%),Wind Speed (mph),Pressure (in)
2019-10-29 17:30:00,116.6,30.6,655.2,174.5,86,75,70,7,29.71
2019-10-29 18:00:00,106.3,30.3,599.3,153.9,86,75,70,5,29.74
2019-10-29 18:30:00,90.9,32.6,615.9,133.0,86,73,66,5,29.74
2019-10-29 19:00:00,106.2,33.2,630.0,143.0,84,75,74,7,29.74
2019-10-29 19:30:00,96.5,32.3,558.5,126.8,84,75,74,7,29.77
2019-10-29 20:00:00,93.8,30.5,491.9,101.4,84,75,74,6,29.77
2019-10-29 20:30:00,95.7,31.5,518.1,110.0,84,77,79,5,29.8
2019-10-29 21:00:00,94.5,31.7,532.7,115.8,82,75,79,6,29.8
2019-10-29 21:30:00,92.2,31.2,503.2,108.9,84,75,74,5,29.8
2019-10-29 22:00:00,93.9,31.1,495.2,105.9,84,75,74,5,29.8
2019-10-29 22:30:00,96.8,31.3,508.8,107.9,84,75,74,6,29.8
2019-10-29 23:00:00,97.5,31.4,506.1,107.3,82,77,84,5,29.83
2019-10-29 23:30:00,97.0,31.3,503.2,105.9,82,77,84,3,29.83
2019-10-30 00:00:00,93.7,31.1,488.3,104.9,82,77,84,3,29.8
2019-10-30 00:30:00,89.0,30.6,451.6,106.8,81,77,89,2,29.8
2019-10-30 01:00:00,88.5,30.4,449.5,105.0,81,77,89,2,29.8
2019-10-30 03:00:00,93.3,30.8,470.9,103.7,81,77,89,2,29.77
2019-10-30 03:30:00,92.5,30.8,461.2,102.0,81,75,84,2,29.77
2019-10-30 04:00:00,92.2,30.7,456.0,101.9,81,75,84,2,29.77
2019-10-30 04:30:00,88.9,30.4,442.5,103.6,81,75,84,3,29.77
2019-10-30 05:00:00,87.9,30.0,436.1,101.3,81,75,84,2,29.77
2019-10-30 05:30:00,87.3,29.9,444.2,96.8,81,75,84,3,29.77
2019-10-30 06:00:00,86.0,29.8,438.8,94.1,81,75,84,3,29.77
2019-10-30 06:30:00,86.9,29.8,448.4,96.1,79,75,89,2,29.8
2019-10-30 07:00:00,91.8,30.1,493.3,100.4,81,75,84,2,29.8
2019-10-30 07:30:00,108.3,31.0,603.4,141.9,82,75,79,1,29.8
2019-10-30 08:00:00,121.5,29.9,702.5,176.6,84,75,74,2,29.8
2019-10-30 08:30:00,86.2,31.8,582.1,124.7,86,73,66,2,29.8
2019-10-30 09:00:00,104.5,33.5,634.7,143.5,88,75,66,5,29.83
2019-10-30 09:30:00,112.7,32.4,660.6,165.9,86,75,70,3,29.8
2019-10-30 10:00:00,117.9,31.0,696.9,187.9,88,75,66,3,29.83
2019-10-30 10:30:00,118.0,30.6,668.0,177.3,88,75,66,5,29.8
2019-10-30 11:00:00,118.5,30.7,671.0,179.5,90,73,59,5,29.8
2019-10-30 11:30:00,119.5,30.9,676.3,180.1,90,73,59,6,29.8
2019-10-30 12:00:00,119.4,31.0,677.9,182.7,90,72,55,6,29.77
2019-10-30 12:30:00,118.8,31.1,681.1,183.4,90,73,59,8,29.77
2019-10-30 13:00:00,119.5,31.7,692.8,192.7,90,73,59,7,29.74
2019-10-30 13:30:00,119.4,31.6,682.3,188.1,88,75,66,9,29.74
2019-10-30 14:00:00,118.1,31.4,685.4,188.1,86,72,62,12,29.74
2019-10-30 14:30:00,117.2,31.5,690.7,189.0,82,72,70,8,29.71
2019-10-30 15:00:00,117.9,31.4,692.5,188.8,82,72,70,6,29.71
2019-10-30 15:30:00,117.3,31.5,686.4,187.3,84,72,66,5,29.68
2019-10-30 16:00:00,116.8,31.6,684.8,189.0,84,75,74,8,29.71
2019-10-30 16:30:00,115.3,31.8,724.0,205.0,82,73,74,14,29.71
2019-10-30 17:00:00,112.3,30.5,644.5,174.9,82,72,70,10,29.68
2019-10-30 17:30:00,89.2,31.6,588.0,131.4,82,73,74,3,29.71
2019-10-30 18:00:00,99.1,33.6,636.6,143.7,82,75,79,2,29.71
2019-10-30 18:30:00,108.6,32.0,660.0,173.3,82,75,79,2,29.71
2019-10-30 19:00:00,95.9,30.6,573.3,140.9,82,77,84,1,29.74
2019-10-30 19:30:00,89.4,32.7,596.2,136.6,82,75,79,2,29.74
2019-10-30 20:00:00,93.7,32.2,545.3,123.5,82,77,84,1,29.74
2019-10-30 20:30:00,92.2,31.8,541.5,119.2,82,77,84,1,29.74
2019-10-30 21:00:00,89.4,31.5,521.0,113.4,82,77,84,5,29.74
2019-10-30 21:30:00,87.6,31.4,504.0,111.1,82,77,84,2,29.77
2019-10-30 22:00:00,89.8,31.6,518.3,114.7,82,77,84,1,29.77
2019-10-30 22:30:00,92.8,32.0,528.1,118.2,81,77,89,2,29.77
2019-10-30 23:00:00,92.3,31.7,514.0,114.0,81,77,89,3,29.77
2019-10-30 23:30:00,92.3,31.7,518.7,114.8,81,77,89,2,29.77
2019-10-31 00:00:00,88.3,31.1,488.4,109.6,81,77,89,2,29.77
2019-10-31 00:30:00,84.5,30.8,458.8,113.7,81,77,89,2,29.77
2019-10-31 01:00:00,84.5,30.9,461.9,114.0,81,77,89,3,29.74
2019-10-31 01:30:00,81.0,30.7,448.1,111.5,81,77,89,3,29.74
2019-10-31 02:00:00,80.7,30.8,449.1,111.3,81,77,89,2,29.74
2019-10-31 02:30:00,81.2,30.9,452.4,113.4,81,77,89,2,29.74
2019-10-31 03:00:00,82.5,31.0,459.1,113.4,81,77,89,2,29.74
2019-10-31 03:30:00,85.6,31.2,479.2,110.4,81,77,89,2,29.74
2019-10-31 04:00:00,83.6,31.0,459.4,110.8,81,77,89,3,29.74
2019-10-31 04:30:00,81.9,30.8,450.1,112.9,81,77,89,2,29.74
2019-10-31 05:00:00,81.9,30.8,454.2,113.0,81,75,84,2,29.74
2019-10-31 05:30:00,81.4,30.8,454.5,112.5,79,77,94,1,29.74
2019-10-31 06:00:00,82.9,30.8,462.2,112.3,81,77,89,2,29.74
2019-10-31 06:30:00,87.2,31.2,501.6,111.1,81,77,89,2,29.74
2019-10-31 07:00:00,92.9,31.5,541.7,116.7,81,77,89,3,29.77
2019-10-31 07:30:00,118.8,30.7,720.3,191.1,81,77,89,2,29.77
2019-10-31 08:00:00,103.7,30.6,626.5,161.9,82,77,84,2,29.8
2019-10-31 08:30:00,91.2,33.2,627.4,142.2,82,77,84,3,29.8
2019-10-31 09:00:00,107.7,33.5,634.7,143.9,82,77,84,2,29.8
2019-10-31 09:30:00,110.1,31.9,676.4,176.6,84,77,79,2,29.8
2019-10-31 10:00:00,111.2,30.8,688.9,190.7,84,75,74,3,29.8
2019-10-31 10:30:00,110.3,31.1,678.8,191.7,84,75,74,5,29.8
2019-10-31 11:00:00,108.9,31.3,670.9,190.2,86,75,70,3,29.8
2019-10-31 11:30:00,109.5,31.2,665.5,187.8,86,75,70,3,29.8
2019-10-31 12:00:00,113.1,31.5,672.2,188.6,86,75,70,5,29.8
2019-10-31 12:30:00,114.4,31.2,648.7,181.0,88,72,58,5,29.77
2019-10-31 13:00:00,115.8,31.4,665.7,184.2,90,70,52,6,29.77
2019-10-31 13:30:00,115.6,31.5,665.9,186.3,90,72,55,6,29.74
2019-10-31 14:00:00,114.9,30.3,630.1,167.8,90,70,52,7,29.74
2019-10-31 14:30:00,91.0,31.3,557.2,125.7,88,73,62,3,29.71
2019-10-31 15:00:00,122.7,30.8,735.2,190.3,86,73,66,7,29.71
2019-10-31 15:30:00,112.3,29.8,617.4,158.8,86,75,70,5,29.71
2019-10-31 16:00:00,88.1,31.7,593.7,125.1,86,73,66,3,29.71
2019-10-31 16:30:00,105.7,32.7,625.4,137.4,86,72,62,3,29.71
2019-10-31 17:00:00,114.9,32.6,625.0,138.0,84,73,70,3,29.71
2019-10-31 17:30:00,114.2,32.2,610.8,133.6,84,73,70,3,29.71
2019-10-31 18:00:00,113.3,32.2,605.5,132.3,84,73,70,2,29.74
2019-10-31 18:30:00,111.0,31.8,579.8,123.1,84,73,70,2,29.74
2019-10-31 19:00:00,106.9,31.9,570.2,124.1,84,73,70,1,29.77
2019-10-31 19:30:00,93.2,30.9,491.1,101.8,84,75,74,2,29.77
2019-10-31 20:00:00,93.2,30.9,490.7,101.4,82,75,79,2,29.77
2019-10-31 20:30:00,94.7,31.0,499.8,104.2,82,75,79,3,29.77
2019-10-31 21:00:00,94.4,31.0,492.8,102.5,82,75,79,2,29.77
2019-10-31 21:30:00,93.4,31.0,478.5,99.6,82,75,79,2,29.8
2019-10-31 22:00:00,95.4,31.4,495.3,104.7,82,75,79,3,29.8
2019-10-31 22:30:00,97.0,31.9,519.9,112.3,82,77,84,2,29.8
2019-10-31 23:00:00,95.6,31.4,489.1,104.2,82,75,79,2,29.83
2019-10-31 23:30:00,96.4,31.6,504.4,107.4,84,73,70,3,29.83
